SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,TotalServices,AvgMonthlySpend,ChargePerService,IsLongTerm,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2 Years,tenure_group_2-4 Years,tenure_group_4-6 Years
0,0.3611111111111111,0.4099502487562189,0.1717285945072698,0,0.375,0.03358910998395978,0.2532923617208077,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
0,0.7638888888888888,0.3611940298507462,0.3415070390030002,1,0.5,0.03169405701594544,0.11448639157155399,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
0,0.19444444444444442,0.01791044776119402,0.03236787445188092,0,0.125,0.007757735826405355,0.08340649692712909,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0.986111111111111,0.6398009950248755,0.6708804523424878,0,0.75,0.05173674680112449,0.14549103223378906,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1
0,0.8888888888888888,0.6268656716417911,0.6402896376644357,0,0.875,0.05508300877069449,0.08801580333625991,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
0,0.09722222222222221,0.5223880597014925,0.04984998846065083,1,0.5,0.03397460908190523,0.22827041264266906,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
0,0.7916666666666666,0.5577114427860697,0.4786002769443804,0,0.75,0.04512761176961267,0.10410134202934906,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
0,0.18055555555555555,0.7547263681592039,0.1381029309946919,1,0.625,0.0559286207354877,0.2821188176763242,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
0,0.041666666666666664,0.11393034825870646,0.008412185552734826,1,0.125,0.009898256250187584,0.2528533801580334,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.0,0.9099502487562189,0.9092603277175167,0,0.875,0.07132118865906863,0.21290605794556633,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1
0,0.5555555555555556,0.7771144278606964,0.4496422801753981,0,0.625,0.06217297828310077,0.29528826455955515,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
0,0.19444444444444442,0.48109452736318403,0.11085852757904455,0,0.5,0.04042138119391339,0.19912203687445124,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
0,0.027777777777777776,0.26119402985074625,0.008221786291253173,0,0.125,0.015006452774693119,0.5127304653204565,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0.9166666666666666,0.9218905472636817,0.855440803138703,1,0.875,0.07328631908735683,0.2181738366988587,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1
0,0.5277777777777778,0.86318407960199,0.462450957765982,1,0.75,0.06775067125017606,0.2581211589113257,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
0,0.013888888888888888,0.07014925373134329,0.0007500576967459033,1,0.0,0.0024970737417089354,0.6198419666374013,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.3055555555555555,0.36716417910447763,0.13550080775444265,1,0.375,0.03074887418981467,0.2155399473222125,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
0,0.013888888888888888,0.01840796019900498,0.00015001153934918058,1,0.125,0.0006242684354272341,0.08428446005267781,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.06944444444444445,0.6154228855721392,0.04382067851373183,0,0.25,0.04123172964374682,0.66900790166813,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0.40277777777777773,0.5054726368159204,0.22382298638356798,0,0.625,0.04040817551547166,0.13549897570968683,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
0,0.013888888888888888,0.5139303482587065,0.0058966074313408735,1,0.125,0.01855998079174045,0.95873573309921,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.041666666666666664,0.021393034825870627,0.005117701361643203,0,0.125,0.004757045529577719,0.08955223880597013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.986111111111111,0.014427860696517386,0.1479690745441957,0,0.125,0.006401752753684085,0.07726075504828794,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0.125,0.3169154228855721,0.05368682206323564,0,0.25,0.028251748251748258,0.3178226514486392,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.5972222222222222,0.827363184079602,0.5203323332564044,1,0.625,0.06751157543198122,0.32484635645302906,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
0,0.6666666666666666,0.6487562189054726,0.4464631894761135,0,0.875,0.050537322885575504,0.09767339771729588,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0
0,0.3611111111111111,0.6805970149253732,0.2527059773828756,0,0.5,0.05231049351221027,0.33994732221246715,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0.125,0.018905472636815884,0.025311562427879068,0,0.125,0.010539331912722473,0.08516242317822648,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.013888888888888888,0.6223880597014925,0.007154396492037849,1,0.25,0.02248566883760017,0.6772022241732514,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.6388888888888888,0.011442786069651711,0.10839487652896378,0,0.125,0.008069512443542214,0.07199297629499557,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0.027777777777777776,0.435820895522388,0.011481652434802678,1,0.375,0.021789369428854406,0.27611940298507465,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.013888888888888888,0.5791044776119403,0.006652434802677129,1,0.25,0.02091899516792221,0.6262803628914253,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8888888888888888,0.4159203980099502,0.4415705054234941,0,0.625,0.035999233516565976,0.08282118817676326,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1
1,0.16666666666666666,0.726865671641791,0.12412877913685669,1,0.5,0.05402969430701357,0.37260755048287963,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0.08333333333333333,0.7711442786069651,0.06403761827832911,1,0.5,0.05242482839049364,0.4038630377524144,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
0,0.8194444444444444,0.020895522388059695,0.1440341564735749,0,0.125,0.008595696149344221,0.08867427568042147,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0.09722222222222221,0.754228855721393,0.07092660973921072,0,0.5,0.050420180677691426,0.3919227392449517,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0
1,1.0,0.6552238805970149,0.7051523194091853,0,0.875,0.053867985151423346,0.10052677787532921,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1
1,0.2222222222222222,0.6019900497512437,0.13840872374798063,0,0.25,0.04500382223179497,0.6532045654082529,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
0,0.3472222222222222,0.3711442786069651,0.15999307639049157,0,0.375,0.03231789669557911,0.21905179982440737,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0.4722222222222222,0.4417910447761194,0.26033925686591275,1,0.625,0.04020323024614871,0.0980392156862745,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0.013888888888888888,0.5597014925373134,0.006427417493653358,1,0.25,0.020216693178066573,0.6034533216271583,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.1388888888888889,0.8343283582089552,0.12116893607200553,1,0.75,0.0633763427364676,0.24357205568794682,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
0,0.3333333333333333,0.01840796019900498,0.05943918762981768,0,0.125,0.008768090278819893,0.08428446005267781,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0.1388888888888889,0.517910447761194,0.07585391183937226,0,0.625,0.037661285261753476,0.1428153350892596,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0.9583333333333333,0.3522388059701492,0.43683360258481424,0,0.375,0.03253296060163014,0.20237050043898158,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
0,0.7916666666666666,0.02487562189054726,0.1269328409877683,0,0.125,0.00727968198739251,0.09569798068481122,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0.6944444444444444,0.8472636815920399,0.602077082852527,0,0.75,0.06734260437870639,0.25009406747773744,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
0,0.38888888888888884,0.32388059701492533,0.15785829679206093,0,0.5,0.027830863823168104,0.08814749780509218,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
0,0.2222222222222222,0.31741293532338305,0.0857892914839603,1,0.25,0.0256825729181195,0.31840796019900497,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0.3472222222222222,0.6044776119402985,0.21730902377105932,0,0.75,0.04607858302146848,0.12768092311551488,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0
1,0.041666666666666664,0.5606965174129352,0.025415416570505424,0,0.25,0.03643266604639996,0.6046239391278899,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.8472222222222222,0.7786069651741293,0.6525386568197553,0,0.5,0.059301628732613104,0.4091308165057068,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
0,0.027777777777777776,0.01840796019900498,0.002423263327948303,0,0.125,0.0029412647438398507,0.08428446005267781,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.7083333333333333,0.011442786069651711,0.11296445880452344,0,0.125,0.007206098622407636,0.07199297629499557,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0.986111111111111,0.590049751243781,0.6410743134087238,0,0.625,0.049152635633322346,0.18525021949078135,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1
0,0.2777777777777778,0.01791044776119402,0.0446861297022848,0,0.125,0.007312858815004738,0.08340649692712909,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0.08333333333333333,0.015920398009950265,0.013852988691437803,0,0.125,0.007673013681597374,0.07989464442493421,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.08333333333333333,0.019402985074626844,0.01209900761597046,0,0.125,0.006108912546680788,0.08604038630377525,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.40277777777777773,0.4895522388059702,0.20566582044772674,0,0.625,0.03663015096491492,0.1261340357038338,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0.5,0.0029850746268656747,0.07733671820909302,0,0.125,0.006798490918662594,0.05706760316066728,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
0,0.38888888888888884,0.11442786069651739,0.08907223632587123,0,0.125,0.013024773066211574,0.25373134328358216,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,0.09722222222222221,0.6791044776119403,0.0650473113316409,1,0.375,0.04583270806446773,0.49078138718173836,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0.875,0.05920398009950248,0.1845603507962151,0,0.25,0.011597737026921576,0.014632718759145458,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0.6666666666666666,0.0527363184079602,0.1332275559658435,0,0.25,0.010633633686975195,0.0070237050043898686,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0.6805555555555555,0.021890547263681587,0.10178859912300947,0,0.125,0.006363696389447463,0.09043020193151885,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0.375,0.6288557213930348,0.24270136164320336,1,0.375,0.04797562952069392,0.4464442493415277,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1.0,0.7368159203980099,0.7732633279483037,0,1.0,0.0596921333707741,0.09150326797385616,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
0,0.013888888888888888,0.5064676616915423,0.005810062312485576,1,0.125,0.018289864641795977,0.9455662862159792,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1.0,0.3522388059701492,0.43447957535195014,0,0.5,0.030722854663121583,0.10816505706760321,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1
0,0.6527777777777778,0.21293532338308457,0.20538310639279947,0,0.375,0.020376511900117057,0.07945566286215977,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0.013888888888888888,0.3621890547263681,0.004136856681283175,0,0.25,0.013067619076202769,0.3710857477319286,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0.5,0.8611940298507462,0.44630163858758365,0,0.75,0.06904590595577721,0.2571177724821272,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0
0,0.5972222222222222,0.1099502487562189,0.13907800600046158,0,0.125,0.01342368127385685,0.24582967515364362,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.375,0.6527363184079601,0.26441264712670204,0,0.875,0.052815853674222785,0.09942932396839332,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0
0,0.125,0.6099502487562188,0.08130625432725595,1,0.25,0.045492361715537694,0.662569505414106,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.5277777777777778,0.8497512437810945,0.45807754442649434,0,0.75,0.06705067794536268,0.2513483005142356,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
1,0.4861111111111111,0.8039800995024875,0.4080083083314101,0,0.625,0.06450773832748083,0.3110916008194322,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
0,0.0,0.5482587064676616,0.15909012231710132,0,0.75,1.0000000000000002,0.09933525649065594,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
0,0.8194444444444444,0.8139303482587064,0.6942130163858758,0,0.625,0.06583450883880071,0.3169446883230904,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1
0,0.375,0.020895522388059695,0.05917378259866144,0,0.125,0.007060750408389895,0.08867427568042147,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0.027777777777777776,0.2557213930348259,0.007650588506808216,0,0.125,0.013817941714937422,0.5030728709394207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.09722222222222221,0.05223880597014924,0.017793676436648972,0,0.25,0.00896185359704673,0.006438396254023981,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.5,0.5218905472636816,0.2876932840987768,0,0.625,0.04228737275947578,0.14515657009072286,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
0,0.5694444444444444,0.7567164179104477,0.4471267020540041,0,0.625,0.060161297929538296,0.28328943517705596,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0.18055555555555555,0.10845771144278604,0.03904338795291946,0,0.125,0.011760771417423776,0.2431957857769974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.2638888888888889,0.025870646766169153,0.05177705977382876,0,0.125,0.010222395630120954,0.09745390693590872,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0.8333333333333333,0.19353233830845773,0.2619316870528502,0,0.375,0.020410940638900955,0.06233538191395965,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0.6666666666666666,0.7686567164179104,0.5318543734133395,1,0.625,0.06141546987653673,0.2903131401814457,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0
1,0.041666666666666664,0.7243781094527363,0.03119086083544888,1,0.5,0.04544554158288065,0.3708516242317823,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0.9583333333333333,0.7383084577114428,0.7433360258481422,0,0.625,0.0598651134273452,0.2724612232952883,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1
0,0.5972222222222222,0.2577114427860696,0.22069005308100623,0,0.375,0.02500184170102235,0.11896400351185249,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0
0,0.15277777777777776,0.17711442786069648,0.04428802215555044,0,0.25,0.017551547165281078,0.15335089259584428,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0.625,0.31840796019900497,0.25418301407800603,0,0.25,0.028172201002953017,0.31957857769973663,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
0,1.0,0.9104477611940299,0.8931571659358412,0,0.875,0.06994421299789047,0.2131255487269535,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1
1,0.027777777777777776,0.6064676616915423,0.017776367412877914,1,0.375,0.03488700141060657,0.4266900790166813,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0.16666666666666666,0.020398009950248763,0.02373644126471267,0,0.125,0.00582435062461474,0.08779631255487275,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.9305555555555555,0.9363184079601988,0.850409646895915,0,0.875,0.07164945632504331,0.2245390693590869,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1
0,0.5138888888888888,0.7567164179104477,0.3972017078236787,0,0.625,0.058989260118693154,0.28328943517705596,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0
0,0.5416666666666666,0.22786069651741292,0.19410339256865916,0,0.375,0.024014526246285906,0.09262510974539068,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0.5694444444444444,0.5611940298507463,0.3544714978075237,0,0.75,0.046390519351892756,0.1058572682804465,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
0,0.3472222222222222,0.29850746268656714,0.14712670205400416,0,0.375,0.029228876109034577,0.15496049165935033,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
0,0.1111111111111111,0.5761194029850747,0.07235171936302792,0,0.75,0.045071380693698294,0.11338266649943568,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
0,0.986111111111111,0.5258706467661691,0.6007558273713363,0,0.75,0.045657132567003815,0.08804715916217232,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1
0,0.06944444444444445,0.7791044776119402,0.05553888760673899,0,0.625,0.05342297187790752,0.2964588820602868,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0.41666666666666663,0.6074626865671642,0.2779021463189476,0,0.75,0.049780760565752966,0.12918600275931263,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0
0,0.5555555555555556,0.7099502487562188,0.4003404108008308,0,0.5,0.05466682380740793,0.36066725197541694,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
0,0.75,0.02238805970149252,0.11734364181860145,0,0.125,0.006949242719824072,0.09130816505706763,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
0,1.0,0.8761194029850746,0.8708227555965844,0,0.75,0.06803440547928763,0.2646431707011163,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1
0,0.38888888888888884,0.8169154228855721,0.320816985921994,0,0.625,0.06290746400262459,0.31870061457418786,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
0,0.25,0.6701492537313432,0.18263327948303718,0,0.375,0.054099683916715775,0.4828797190517998,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
0,0.027777777777777776,0.26865671641791045,0.00769674590353104,1,0.25,0.01391398301269546,0.2610477026631548,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,0.8194444444444444,0.8746268656716417,0.719755365797369,0,0.75,0.06849185149614335,0.2638906308792174,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1
0,0.3055555555555555,0.32686567164179103,0.1400992384029541,0,0.25,0.03199688909709437,0.3295288264559556,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
0,0.013888888888888888,0.01641791044776117,0.00012693284098776788,0,0.125,0.000552237462108706,0.08077260755048288,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.0,0.07412935323383085,0.22139395338102932,0,0.25,0.012501978590519953,0.03219198127011996,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1,0.19444444444444442,0.5577114427860697,0.12433071774751905,1,0.25,0.046027791950538736,0.601112086625695,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0.6944444444444444,0.8074626865671642,0.5816928225248096,0,0.625,0.06484764919503623,0.31314018144571265,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
0,0.6666666666666666,0.5119402985074627,0.34674013385645047,0,0.625,0.037833411223969174,0.1393034825870647,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
0,0.6805555555555555,0.7970149253731342,0.5620124624971151,0,0.625,0.06381992256670369,0.30699443956687156,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0,0.38888888888888884,0.6686567164179105,0.2620701592430187,0,0.375,0.05026230244522387,0.48156277436347683,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1,0.9444444444444444,0.772636815920398,0.7482575582737133,0,0.625,0.061273826006052176,0.29265437518290904,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
0,0.18055555555555555,0.8208955223880597,0.14937110546965152,0,0.625,0.06095278112445496,0.3210418495756512,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
0,0.15277777777777776,0.7059701492537314,0.11210477729056081,0,0.5,0.05282871634802966,0.35785776997366114,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0.041666666666666664,0.5557213930348258,0.02414031848603739,1,0.25,0.03444281040847565,0.5987708516242318,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0.7916666666666666,0.8194029850746268,0.660898915301177,1,0.625,0.06474735860557972,0.3201638864501024,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
0,0.041666666666666664,0.5646766169154228,0.021959381490883913,1,0.25,0.03103934691917525,0.6093064091308166,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.0,0.07462686567164178,0.21294714978075238,0,0.25,0.011779695406010888,0.03277729002048585,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0.9722222222222222,0.6552238805970149,0.6878490653127164,0,0.875,0.05405045296237947,0.10052677787532921,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1
0,0.6805555555555555,0.6074626865671642,0.44814793445649664,0,0.75,0.049604609982292394,0.12918600275931263,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
1,0.9305555555555555,0.8835820895522387,0.8220286175859681,0,0.75,0.06904415957685335,0.2684058698106109,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1
0,0.6388888888888888,0.01791044776119402,0.10191553196399723,0,0.125,0.007208972198470875,0.08340649692712909,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.8888888888888888,0.5169154228855721,0.5149088391414725,1,0.625,0.04304220045388749,0.1422300263388938,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1
0,0.5138888888888888,0.01243781094527363,0.09074544195707364,0,0.125,0.008648139752725253,0.07374890254609306,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.027777777777777776,0.5223880597014925,0.015699284560350794,1,0.125,0.03056514301149495,0.9736611062335382,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.18055555555555555,0.2691542288557213,0.0588102930994692,0,0.25,0.020574275509897832,0.2616330114135207,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1.0,0.9641791044776119,0.9613316408954536,0,1.0,0.07577378820838168,0.18066530094624916,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
0,0.9444444444444444,0.5442786069651742,0.5694034156473575,0,0.625,0.04509347715169698,0.15832601697395376,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1
0,0.20833333333333331,0.013930348258706454,0.036216247403646436,0,0.125,0.008360845163420273,0.07638279192273922,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
